"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","third2$VORP","Tm.y","Index","Image"
"201","Greg Monroe","C","25","MIL","6.2","11.9","0.522","0","0","0","6.2","11.9","0.522","0.522","2.9","3.9","0.74","2.8","6.1","8.8","2.3","0.9","0.8","1.6","2.1","15.3","0.562","0.001","0.327","10.9","23.4","17.2","13.2","1.6","2.5","10.7","23.5","2016","Big Men",2.1,"MIL","monrogr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/monrogr01.jpg"
"202","Greivis Vasquez","PG","29","MIL","2","6","0.326","0.8","3.2","0.247","1.2","2.8","0.415","0.391","1","1.1","0.846","0.2","1.8","2","4","0.4","0","1.7","1.8","5.7","0.435","0.529","0.188","1.3","10.3","5.8","28.5","1.1","0","21.1","18.5","2016","Sharpshooters",-0.6,"MIL","vasqugr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/vasqugr01.jpg"
"203","Harrison Barnes","SF","23","GSW","4.5","9.6","0.466","1.2","3.2","0.383","3.2","6.3","0.508","0.531","1.5","2","0.761","1.2","3.8","4.9","1.8","0.6","0.2","0.9","2.1","11.7","0.559","0.338","0.212","4.3","12.4","8.6","7.8","1","0.4","7.6","15.9","2016","Wing Scorers",0.9,"GSW","barneha02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/barneha02.jpg"
"204","Hassan Whiteside","C","26","MIA","5.7","9.3","0.606","0","0","0","5.7","9.3","0.606","0.606","2.9","4.5","0.65","3.3","8.6","11.8","0.4","0.6","3.7","1.9","2.8","14.2","0.629","0","0.482","13.1","32.4","23.1","2.4","1.1","9.7","14.2","20.7","2016","Big Men",2.4,"MIA","whiteha01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/whiteha01.jpg"
"205","Henry Sims","C","25","BRK","2.4","5.5","0.429","0","0","0","2.4","5.5","0.429","0.429","1.8","2.1","0.833","1.5","3.6","5.1","0.6","0.6","1","0.9","2.6","6.5","0.504","0","0.39","8.8","22.2","15.4","5.1","1.7","4.3","11.7","17.3","2016","Bruiser Big Men",0,"BRK","simshe01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/simshe01.jpg"
"206","Hollis Thompson","SG","24","PHI","3.5","8.8","0.397","1.9","5.1","0.38","1.6","3.7","0.42","0.507","0.9","1.2","0.719","0.7","2.8","3.5","1.3","0.5","0.3","1","2.4","9.8","0.525","0.576","0.141","2.6","11.4","6.9","7.4","0.8","0.8","9.5","16.2","2016","Wing Scorers",-0.6,"PHI","thompho01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thompho01.jpg"
"207","Ian Mahinmi","C","29","IND","3.7","6.3","0.589","0","0","0","3.7","6.3","0.589","0.589","1.9","3.2","0.587","1.9","5.2","7.1","1.5","0.9","1.1","1.4","3.1","9.3","0.603","0","0.502","8.3","22.1","15.3","8.9","1.8","3.3","15.5","15.7","2016","Bruiser Big Men",2,"IND","mahinia01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mahinia01.jpg"
"208","Iman Shumpert","SG","25","CLE","2.1","5.6","0.374","0.8","2.7","0.295","1.3","2.9","0.447","0.444","0.7","0.9","0.784","0.6","3.2","3.8","1.7","1","0.4","1.1","2.2","5.8","0.475","0.479","0.167","2.8","14.6","8.7","9.8","2.1","1.2","14.8","13.2","2016","Sharpshooters",0.6,"CLE","shumpim01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/shumpim01.jpg"
"209","Isaiah Canaan","SG","24","PHI","3.4","9.4","0.36","2.3","6.3","0.363","1.1","3.1","0.354","0.482","1.9","2.3","0.833","0.3","2","2.3","1.8","0.7","0.2","1.2","1.7","11","0.528","0.672","0.249","1.1","8.8","4.8","11.3","1.4","0.5","10.2","19.9","2016","Wing Scorers",-0.4,"PHI","canaais01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/canaais01.jpg"
"210","Isaiah Thomas","PG","26","BOS","7.2","16.9","0.428","2","5.7","0.359","5.2","11.2","0.462","0.488","5.8","6.6","0.871","0.6","2.4","3","6.2","1.1","0.1","2.7","2","22.2","0.562","0.336","0.394","1.8","8","4.9","32.7","1.7","0.3","11.9","29.6","2016","Ball Handlers",3.3,"BOS","thomais02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thomais02.jpg"
"211","Ish Smith","PG","27","TOT","5.2","12.6","0.411","0.7","2.2","0.329","4.4","10.4","0.428","0.44","1.6","2.3","0.693","0.6","3.4","4","6.5","1.1","0.3","2.3","1.7","12.6","0.465","0.176","0.182","2","13.3","7.5","38.3","1.9","0.8","14.4","23.9","2016","Ball Handlers",0.1,"NOP","smithis01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithis01.jpg"
"212","Ish Smith","PG","27","TOT","5.2","12.6","0.411","0.7","2.2","0.329","4.4","10.4","0.428","0.44","1.6","2.3","0.693","0.6","3.4","4","6.5","1.1","0.3","2.3","1.7","12.6","0.465","0.176","0.182","2","13.3","7.5","38.3","1.9","0.8","14.4","23.9","2016","Ball Handlers",0.1,"PHI","smithis01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithis01.jpg"
"213","Ish Smith","PG","27","TOT","5.2","12.6","0.411","0.7","2.2","0.329","4.4","10.4","0.428","0.44","1.6","2.3","0.693","0.6","3.4","4","6.5","1.1","0.3","2.3","1.7","12.6","0.465","0.176","0.182","2","13.3","7.5","38.3","1.9","0.8","14.4","23.9","2016","Ball Handlers",0.1,"TOT","smithis01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithis01.jpg"
"214","Ish Smith","PG","27","NOP","3.6","8.4","0.43","0.4","1.2","0.303","3.3","7.2","0.451","0.452","1.2","1.6","0.767","0.5","2.9","3.4","5.7","0.9","0.2","1.7","1.4","8.9","0.484","0.145","0.189","2.4","14.5","8.3","39.1","1.9","0.8","15.4","20.9","2016","Sharpshooters",0.1,"NOP","smithis01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithis01.jpg"
"215","Ish Smith","PG","27","NOP","3.6","8.4","0.43","0.4","1.2","0.303","3.3","7.2","0.451","0.452","1.2","1.6","0.767","0.5","2.9","3.4","5.7","0.9","0.2","1.7","1.4","8.9","0.484","0.145","0.189","2.4","14.5","8.3","39.1","1.9","0.8","15.4","20.9","2016","Sharpshooters",0.1,"PHI","smithis01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithis01.jpg"
"216","Ish Smith","PG","27","NOP","3.6","8.4","0.43","0.4","1.2","0.303","3.3","7.2","0.451","0.452","1.2","1.6","0.767","0.5","2.9","3.4","5.7","0.9","0.2","1.7","1.4","8.9","0.484","0.145","0.189","2.4","14.5","8.3","39.1","1.9","0.8","15.4","20.9","2016","Sharpshooters",0.1,"TOT","smithis01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithis01.jpg"
"217","Ish Smith","PG","27","PHI","6","14.8","0.405","0.9","2.7","0.336","5.1","12","0.42","0.436","1.8","2.7","0.669","0.6","3.7","4.3","7","1.3","0.4","2.6","1.9","14.7","0.46","0.185","0.18","1.9","12.8","7.1","37.9","1.9","0.8","14","25","2016","Ball Handlers",0,"NOP","smithis01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithis01.jpg"
"218","Ish Smith","PG","27","PHI","6","14.8","0.405","0.9","2.7","0.336","5.1","12","0.42","0.436","1.8","2.7","0.669","0.6","3.7","4.3","7","1.3","0.4","2.6","1.9","14.7","0.46","0.185","0.18","1.9","12.8","7.1","37.9","1.9","0.8","14","25","2016","Ball Handlers",0,"PHI","smithis01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithis01.jpg"
"219","Ish Smith","PG","27","PHI","6","14.8","0.405","0.9","2.7","0.336","5.1","12","0.42","0.436","1.8","2.7","0.669","0.6","3.7","4.3","7","1.3","0.4","2.6","1.9","14.7","0.46","0.185","0.18","1.9","12.8","7.1","37.9","1.9","0.8","14","25","2016","Ball Handlers",0,"TOT","smithis01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithis01.jpg"
"220","J.J. Barea","PG","31","DAL","4.3","9.6","0.446","1.4","3.5","0.385","2.9","6.1","0.481","0.516","1","1.3","0.771","0.4","1.7","2.1","4.1","0.4","0","1.5","1.5","10.9","0.536","0.366","0.135","1.7","8.3","5","31.5","0.8","0.1","13","23.8","2016","Wing Scorers",0.3,"DAL","bareajo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bareajo01.jpg"
"221","J.J. Hickson","C","27","TOT","2.3","4.4","0.516","0","0","0","2.3","4.4","0.519","0.516","1.3","2.9","0.447","1.1","2.7","3.8","0.7","0.4","0.4","0.7","1.3","5.9","0.514","0.006","0.665","9.8","24.1","16.8","8.7","1.7","2.6","11.1","22.6","2016","Bruiser Big Men",-0.1,"DEN","hicksjj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hicksjj01.jpg"
"222","J.J. Hickson","C","27","TOT","2.3","4.4","0.516","0","0","0","2.3","4.4","0.519","0.516","1.3","2.9","0.447","1.1","2.7","3.8","0.7","0.4","0.4","0.7","1.3","5.9","0.514","0.006","0.665","9.8","24.1","16.8","8.7","1.7","2.6","11.1","22.6","2016","Bruiser Big Men",-0.1,"TOT","hicksjj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hicksjj01.jpg"
"223","J.J. Hickson","C","27","TOT","2.3","4.4","0.516","0","0","0","2.3","4.4","0.519","0.516","1.3","2.9","0.447","1.1","2.7","3.8","0.7","0.4","0.4","0.7","1.3","5.9","0.514","0.006","0.665","9.8","24.1","16.8","8.7","1.7","2.6","11.1","22.6","2016","Bruiser Big Men",-0.1,"WAS","hicksjj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hicksjj01.jpg"
"224","J.J. Hickson","C","27","DEN","2.8","5.5","0.505","0","0","0","2.8","5.5","0.505","0.505","1.4","3","0.458","1.1","3.3","4.4","0.8","0.5","0.6","0.8","1.8","6.9","0.508","0","0.541","7.9","24","15.8","8.7","1.6","3.2","10.6","21.6","2016","Bruiser Big Men",-0.1,"DEN","hicksjj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hicksjj01.jpg"
"225","J.J. Hickson","C","27","DEN","2.8","5.5","0.505","0","0","0","2.8","5.5","0.505","0.505","1.4","3","0.458","1.1","3.3","4.4","0.8","0.5","0.6","0.8","1.8","6.9","0.508","0","0.541","7.9","24","15.8","8.7","1.6","3.2","10.6","21.6","2016","Bruiser Big Men",-0.1,"TOT","hicksjj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hicksjj01.jpg"
"226","J.J. Hickson","C","27","DEN","2.8","5.5","0.505","0","0","0","2.8","5.5","0.505","0.505","1.4","3","0.458","1.1","3.3","4.4","0.8","0.5","0.6","0.8","1.8","6.9","0.508","0","0.541","7.9","24","15.8","8.7","1.6","3.2","10.6","21.6","2016","Bruiser Big Men",-0.1,"WAS","hicksjj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hicksjj01.jpg"
"227","J.J. Redick","SG","31","LAC","5.6","11.7","0.48","2.7","5.6","0.475","3","6.1","0.484","0.593","2.4","2.7","0.888","0.1","1.7","1.9","1.4","0.6","0.1","1","1.8","16.3","0.632","0.478","0.233","0.5","6.6","3.6","8.6","1","0.2","7.4","22.6","2016","Wing Scorers",1.5,"LAC","redicjj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/redicjj01.jpg"
"228","J.R. Smith","SG","30","CLE","4.6","11","0.415","2.6","6.6","0.4","1.9","4.4","0.438","0.535","0.6","0.9","0.634","0.6","2.3","2.8","1.7","1.1","0.3","0.8","2.6","12.4","0.542","0.6","0.084","2.1","8.3","5.2","8.5","1.8","0.7","6.3","18","2016","Wing Scorers",2,"CLE","smithjr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithjr01.jpg"
"229","Jabari Parker","PF","20","MIL","5.8","11.8","0.493","0.1","0.5","0.257","5.7","11.4","0.502","0.498","2.3","3","0.768","1.6","3.6","5.2","1.7","0.9","0.4","1.5","2","14.1","0.535","0.039","0.254","5.9","12.8","9.4","8.9","1.5","1","10.4","20.9","2016","Wing Scorers",-0.2,"MIL","parkeja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/parkeja01.jpg"
"230","Jae Crowder","SF","25","BOS","4.9","11.1","0.443","1.7","5","0.336","3.3","6.2","0.529","0.518","2.7","3.3","0.82","1","4.2","5.1","1.8","1.7","0.5","1.1","2.7","14.2","0.565","0.446","0.294","3.2","14.2","8.6","8.9","2.7","1.2","8.3","18.5","2016","Wing Scorers",2.8,"BOS","crowdja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/crowdja01.jpg"
"231","Jahlil Okafor","C","20","PHI","7.5","14.7","0.508","0","0.1","0.167","7.5","14.6","0.511","0.509","2.5","3.7","0.686","2.3","4.7","7","1.2","0.4","1.2","2.3","2.6","17.5","0.536","0.008","0.248","8.1","17.8","12.8","8.2","0.7","2.9","12.5","27.3","2016","Big Men",-0.8,"PHI","okafoja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/okafoja01.jpg"
"232","JaKarr Sampson","SF","22","TOT","1.9","4.3","0.442","0.2","0.9","0.222","1.7","3.5","0.496","0.464","1.1","1.7","0.656","0.6","2","2.6","0.6","0.3","0.5","1","1.9","5.1","0.504","0.199","0.385","4.2","14","9","6.2","1","2.2","15.9","16.6","2016","Sharpshooters",-1,"TOT","sampsja02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sampsja02.jpg"
"233","JaKarr Sampson","SF","22","TOT","1.9","4.3","0.442","0.2","0.9","0.222","1.7","3.5","0.496","0.464","1.1","1.7","0.656","0.6","2","2.6","0.6","0.3","0.5","1","1.9","5.1","0.504","0.199","0.385","4.2","14","9","6.2","1","2.2","15.9","16.6","2016","Sharpshooters",-1,"PHI","sampsja02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sampsja02.jpg"
"234","JaKarr Sampson","SF","22","TOT","1.9","4.3","0.442","0.2","0.9","0.222","1.7","3.5","0.496","0.464","1.1","1.7","0.656","0.6","2","2.6","0.6","0.3","0.5","1","1.9","5.1","0.504","0.199","0.385","4.2","14","9","6.2","1","2.2","15.9","16.6","2016","Sharpshooters",-1,"DEN","sampsja02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sampsja02.jpg"
"235","JaKarr Sampson","SF","22","PHI","1.8","4.3","0.426","0.1","0.7","0.176","1.7","3.6","0.476","0.441","1.3","2.1","0.639","0.6","2.1","2.7","0.6","0.2","0.3","1.1","1.9","5.1","0.49","0.168","0.48","4.6","16.1","10.2","6.9","0.8","1.8","17.2","18.7","2016","Sharpshooters",-0.9,"TOT","sampsja02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sampsja02.jpg"
"236","JaKarr Sampson","SF","22","PHI","1.8","4.3","0.426","0.1","0.7","0.176","1.7","3.6","0.476","0.441","1.3","2.1","0.639","0.6","2.1","2.7","0.6","0.2","0.3","1.1","1.9","5.1","0.49","0.168","0.48","4.6","16.1","10.2","6.9","0.8","1.8","17.2","18.7","2016","Sharpshooters",-0.9,"PHI","sampsja02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sampsja02.jpg"
"237","JaKarr Sampson","SF","22","PHI","1.8","4.3","0.426","0.1","0.7","0.176","1.7","3.6","0.476","0.441","1.3","2.1","0.639","0.6","2.1","2.7","0.6","0.2","0.3","1.1","1.9","5.1","0.49","0.168","0.48","4.6","16.1","10.2","6.9","0.8","1.8","17.2","18.7","2016","Sharpshooters",-0.9,"DEN","sampsja02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sampsja02.jpg"
"238","JaKarr Sampson","SF","22","DEN","2.1","4.4","0.47","0.3","1.1","0.276","1.8","3.3","0.535","0.504","0.7","1","0.72","0.6","1.7","2.3","0.6","0.5","0.7","0.7","2","5.2","0.532","0.252","0.217","3.7","10.8","7.2","5.1","1.3","3","13.1","13.5","2016","Sharpshooters",-0.1,"TOT","sampsja02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sampsja02.jpg"
"239","JaKarr Sampson","SF","22","DEN","2.1","4.4","0.47","0.3","1.1","0.276","1.8","3.3","0.535","0.504","0.7","1","0.72","0.6","1.7","2.3","0.6","0.5","0.7","0.7","2","5.2","0.532","0.252","0.217","3.7","10.8","7.2","5.1","1.3","3","13.1","13.5","2016","Sharpshooters",-0.1,"PHI","sampsja02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sampsja02.jpg"
"240","JaKarr Sampson","SF","22","DEN","2.1","4.4","0.47","0.3","1.1","0.276","1.8","3.3","0.535","0.504","0.7","1","0.72","0.6","1.7","2.3","0.6","0.5","0.7","0.7","2","5.2","0.532","0.252","0.217","3.7","10.8","7.2","5.1","1.3","3","13.1","13.5","2016","Sharpshooters",-0.1,"DEN","sampsja02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sampsja02.jpg"
"241","Jamal Crawford","SG","35","LAC","4.8","11.9","0.404","1.5","4.4","0.34","3.3","7.5","0.44","0.466","3.1","3.4","0.904","0.3","1.6","1.8","2.3","0.7","0.2","1.4","1.5","14.2","0.529","0.366","0.289","1","6.3","3.7","14","1.2","0.4","9.6","24.9","2016","Wing Scorers",-0.3,"LAC","crawfja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/crawfja01.jpg"
"242","Jameer Nelson","PG","33","DEN","2.9","7.9","0.368","1.1","3.7","0.299","1.8","4.2","0.429","0.438","0.8","0.9","0.857","0.5","2.5","2.9","4.9","0.6","0.1","1.7","2.6","7.7","0.464","0.469","0.114","2","10.4","6.2","27.3","1.2","0.4","17","16.4","2016","Sharpshooters",-0.3,"DEN","nelsoja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/nelsoja01.jpg"
"243","James Anderson","SG","26","SAC","1.3","3.5","0.376","0.5","1.7","0.267","0.9","1.8","0.478","0.441","0.4","0.6","0.759","0.3","1.4","1.7","0.8","0.4","0.3","0.8","1.1","3.5","0.469","0.483","0.163","2","10.9","6.5","7.7","1.4","1.6","18","13.7","2016","Sharpshooters",-0.4,"SAC","anderja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderja01.jpg"
"244","James Ennis","SF","25","TOT","2.5","5.1","0.478","1.2","2.6","0.448","1.3","2.5","0.509","0.593","1.1","1.5","0.735","1","1","1.9","1","0.7","0.2","0.9","1.3","7.2","0.621","0.513","0.301","6.9","7.4","7.1","10.1","2.4","1.3","12.9","19.8","2016","Sharpshooters",0.4,"TOT","ennisja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ennisja01.jpg"
"245","James Ennis","SF","25","TOT","2.5","5.1","0.478","1.2","2.6","0.448","1.3","2.5","0.509","0.593","1.1","1.5","0.735","1","1","1.9","1","0.7","0.2","0.9","1.3","7.2","0.621","0.513","0.301","6.9","7.4","7.1","10.1","2.4","1.3","12.9","19.8","2016","Sharpshooters",0.4,"NOP","ennisja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ennisja01.jpg"
"246","James Ennis","SF","25","TOT","2.5","5.1","0.478","1.2","2.6","0.448","1.3","2.5","0.509","0.593","1.1","1.5","0.735","1","1","1.9","1","0.7","0.2","0.9","1.3","7.2","0.621","0.513","0.301","6.9","7.4","7.1","10.1","2.4","1.3","12.9","19.8","2016","Sharpshooters",0.4,"MIA","ennisja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ennisja01.jpg"
"247","James Ennis","SF","25","TOT","2.5","5.1","0.478","1.2","2.6","0.448","1.3","2.5","0.509","0.593","1.1","1.5","0.735","1","1","1.9","1","0.7","0.2","0.9","1.3","7.2","0.621","0.513","0.301","6.9","7.4","7.1","10.1","2.4","1.3","12.9","19.8","2016","Sharpshooters",0.4,"MEM","ennisja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ennisja01.jpg"
"248","James Ennis","SF","25","NOP","5.6","11.1","0.5","2.7","5.6","0.48","2.9","5.6","0.52","0.62","2.1","2.7","0.792","1.9","2","3.9","2","1.3","0.3","1.9","2.9","15.9","0.647","0.5","0.24","6.5","7.3","6.9","10.3","2.1","0.9","13.3","20","2016","Wing Scorers",0.3,"TOT","ennisja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ennisja01.jpg"
"249","James Ennis","SF","25","NOP","5.6","11.1","0.5","2.7","5.6","0.48","2.9","5.6","0.52","0.62","2.1","2.7","0.792","1.9","2","3.9","2","1.3","0.3","1.9","2.9","15.9","0.647","0.5","0.24","6.5","7.3","6.9","10.3","2.1","0.9","13.3","20","2016","Wing Scorers",0.3,"NOP","ennisja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ennisja01.jpg"
"250","James Ennis","SF","25","NOP","5.6","11.1","0.5","2.7","5.6","0.48","2.9","5.6","0.52","0.62","2.1","2.7","0.792","1.9","2","3.9","2","1.3","0.3","1.9","2.9","15.9","0.647","0.5","0.24","6.5","7.3","6.9","10.3","2.1","0.9","13.3","20","2016","Wing Scorers",0.3,"MIA","ennisja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ennisja01.jpg"
"251","James Ennis","SF","25","NOP","5.6","11.1","0.5","2.7","5.6","0.48","2.9","5.6","0.52","0.62","2.1","2.7","0.792","1.9","2","3.9","2","1.3","0.3","1.9","2.9","15.9","0.647","0.5","0.24","6.5","7.3","6.9","10.3","2.1","0.9","13.3","20","2016","Wing Scorers",0.3,"MEM","ennisja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ennisja01.jpg"
"252","James Harden","SG","26","HOU","8.7","19.7","0.439","2.9","8","0.359","5.8","11.7","0.494","0.512","8.8","10.2","0.86","0.8","5.3","6.1","7.5","1.7","0.6","4.6","2.8","29","0.598","0.406","0.518","2.2","15.6","8.8","35.4","2.2","1.4","15.9","32.5","2016","Ball Handlers",6.9,"HOU","hardeja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hardeja01.jpg"
"253","James Johnson","PF","28","TOR","2","4.2","0.475","0.4","1.2","0.303","1.6","3.1","0.54","0.517","0.7","1.2","0.574","0.5","1.7","2.2","1.2","0.5","0.6","0.9","1.5","5","0.532","0.275","0.283","3.5","11.9","7.8","11.4","1.6","2.9","16.7","15.9","2016","Sharpshooters",0.3,"TOR","johnsja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsja01.jpg"
"254","JaMychal Green","PF","25","MEM","2.9","6.3","0.465","0.2","0.6","0.333","2.8","5.8","0.478","0.48","1.3","1.8","0.752","1.8","3","4.8","0.9","0.6","0.4","1.1","2.4","7.4","0.52","0.091","0.277","10.5","19.3","14.7","7.7","1.6","2.1","13","19.8","2016","Bruiser Big Men",0,"MEM","greenja01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/greenja01.jpg"
"255","Jared Cunningham","SG","24","MIL","1","3.5","0.286","0.5","1.8","0.286","0.5","1.8","0.286","0.357","1.5","1.8","0.857","0","2.3","2.3","0.3","0.5","0","0.8","1","4","0.468","0.5","0.5","0","18.5","9.3","2.5","1.9","0","14.9","16.4","2016","Sharpshooters",-0.1,"TOT","cunnija01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/cunnija01.jpg"
"256","Jared Cunningham","SG","24","MIL","1","3.5","0.286","0.5","1.8","0.286","0.5","1.8","0.286","0.357","1.5","1.8","0.857","0","2.3","2.3","0.3","0.5","0","0.8","1","4","0.468","0.5","0.5","0","18.5","9.3","2.5","1.9","0","14.9","16.4","2016","Sharpshooters",-0.1,"CLE","cunnija01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/cunnija01.jpg"
"257","Jared Cunningham","SG","24","MIL","1","3.5","0.286","0.5","1.8","0.286","0.5","1.8","0.286","0.357","1.5","1.8","0.857","0","2.3","2.3","0.3","0.5","0","0.8","1","4","0.468","0.5","0.5","0","18.5","9.3","2.5","1.9","0","14.9","16.4","2016","Sharpshooters",-0.1,"MIL","cunnija01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/cunnija01.jpg"
