"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","second2$VORP","Tm.y","Index","Image"
"298","Jeff Malone","SG","34","TOT","2.4","6","0.394","0.2","0.5","0.313","2.2","5.5","0.401","0.407","0.9","1","0.906","0.3","1","1.3","0.8","0.5","0","0.7","0.8","5.8","0.449","0.083","0.166","1.8","7.4","4.5","9","1.6","0","9.6","20.1","1996","Wing Scorers",-0.8,"PHI","malonje01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/malonje01.jpg"
"299","Jeff Malone","SG","34","TOT","2.4","6","0.394","0.2","0.5","0.313","2.2","5.5","0.401","0.407","0.9","1","0.906","0.3","1","1.3","0.8","0.5","0","0.7","0.8","5.8","0.449","0.083","0.166","1.8","7.4","4.5","9","1.6","0","9.6","20.1","1996","Wing Scorers",-0.8,"TOT","malonje01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/malonje01.jpg"
"300","Jeff Turner","PF","33","ORL","1.4","3.9","0.353","0.7","2.1","0.333","0.7","1.8","0.375","0.441","0.2","0.2","1","0.8","1.4","2.2","0.5","0.2","0.1","0.8","2.5","3.6","0.453","0.529","0.039","6.2","10.7","8.5","4.4","0.5","0.4","17.5","14.8","1996","Wing Scorers",-0.2,"ORL","turneje01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/turneje01.jpg"
"301","Jerome Kersey","SF","33","GSW","2.7","6.6","0.41","0","0.2","0.176","2.7","6.4","0.418","0.413","1.3","1.9","0.66","2","2.8","4.8","1.5","1.2","0.6","1","2.7","6.7","0.452","0.034","0.294","10.8","15","12.9","10.9","2.9","2","11.7","17.2","1996","Bruiser Big Men",1,"GSW","kerseje01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kerseje01.jpg"
"302","Jerry Stackhouse","SG","21","PHI","6.3","15.2","0.414","1.3","4.1","0.318","5","11.1","0.449","0.457","5.4","7.2","0.747","1.3","2.4","3.7","3.9","1.1","1.1","3.5","2.5","19.2","0.525","0.268","0.475","3.7","7.7","5.7","19","1.5","2.1","16","26","1996","Ball Handlers",0.4,"PHI","stackje01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stackje01.jpg"
"303","Jim Jackson","SG","25","DAL","6.9","16","0.435","1.5","4.1","0.363","5.5","11.9","0.459","0.481","4.2","5.1","0.825","2.1","2.9","5","2.9","0.6","0.3","2.3","2","19.6","0.538","0.255","0.32","5.9","9.7","7.6","14.3","0.8","0.5","11.3","24.9","1996","Ball Handlers",0.6,"DAL","jacksji01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/jacksji01.jpg"
"304","Jim McIlvaine","C","23","WSB","0.8","1.8","0.428","0","0","0","0.8","1.8","0.428","0.428","0.7","1.3","0.552","0.8","2.1","2.9","0.1","0.3","2.1","0.5","2.1","2.3","0.476","0","0.724","6.6","15.8","11.3","1.2","0.9","9.9","15.8","8.5","1996","Bruiser Big Men",0.6,"WSB","mcilvji01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mcilvji01.jpg"
"305","Jimmy King","SG","22","TOR","1.8","4.1","0.431","0.1","0.5","0.147","1.7","3.6","0.475","0.441","0.9","1.2","0.701","0.7","1.1","1.8","1.4","0.3","0.2","1","1.2","4.5","0.483","0.133","0.302","5.9","9.2","7.6","15.6","1.2","1.1","17.2","17.7","1996","Wing Scorers",-0.8,"TOR","kingji02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kingji02.jpg"
"306","Joe Smith","PF","20","GSW","5.7","12.5","0.458","0.1","0.3","0.357","5.6","12.1","0.461","0.463","3.7","4.8","0.773","3.7","5.1","8.7","1","1","1.6","1.7","2.7","15.3","0.523","0.027","0.383","12.1","17.2","14.6","4.6","1.5","3.4","10.3","20.6","1996","Bruiser Scorers",1.3,"GSW","smithjo02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithjo02.jpg"
"307","Joe Wolf","PF","31","TOT","2.1","4.1","0.513","0","0.1","0","2.1","4","0.525","0.513","0.3","0.5","0.724","0.8","2.2","2.9","1","0.2","0.1","0.7","2.5","4.5","0.528","0.023","0.11","5.5","14.8","10.2","8.7","0.7","0.3","13.2","13.5","1996","Bruiser Big Men",-0.5,"TOT","wolfjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wolfjo01.jpg"
"308","Joe Wolf","PF","31","TOT","2.1","4.1","0.513","0","0.1","0","2.1","4","0.525","0.513","0.3","0.5","0.724","0.8","2.2","2.9","1","0.2","0.1","0.7","2.5","4.5","0.528","0.023","0.11","5.5","14.8","10.2","8.7","0.7","0.3","13.2","13.5","1996","Bruiser Big Men",-0.5,"CHH","wolfjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wolfjo01.jpg"
"309","Joe Wolf","PF","31","TOT","2.1","4.1","0.513","0","0.1","0","2.1","4","0.525","0.513","0.3","0.5","0.724","0.8","2.2","2.9","1","0.2","0.1","0.7","2.5","4.5","0.528","0.023","0.11","5.5","14.8","10.2","8.7","0.7","0.3","13.2","13.5","1996","Bruiser Big Men",-0.5,"ORL","wolfjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wolfjo01.jpg"
"310","Joe Wolf","PF","31","CHH","0","1","0","0","0","0","0","1","0","0","0","0","0.741687973997833","0","2","2","0","2","0","2","2","0","0","0","0","0","13.8","6.7","0","5.8","0","66.7","7.5","1996","Wing Scorers",0,"TOT","wolfjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wolfjo01.jpg"
"311","Joe Wolf","PF","31","CHH","0","1","0","0","0","0","0","1","0","0","0","0","0.741687973997833","0","2","2","0","2","0","2","2","0","0","0","0","0","13.8","6.7","0","5.8","0","66.7","7.5","1996","Wing Scorers",0,"CHH","wolfjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wolfjo01.jpg"
"312","Joe Wolf","PF","31","CHH","0","1","0","0","0","0","0","1","0","0","0","0","0.741687973997833","0","2","2","0","2","0","2","2","0","0","0","0","0","13.8","6.7","0","5.8","0","66.7","7.5","1996","Wing Scorers",0,"ORL","wolfjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wolfjo01.jpg"
"313","Joe Wolf","PF","31","ORL","2.1","4.2","0.515","0","0.1","0","2.1","4.1","0.527","0.515","0.3","0.5","0.724","0.8","2.2","2.9","1","0.2","0.1","0.6","2.6","4.6","0.53","0.023","0.111","5.6","14.8","10.3","8.9","0.6","0.4","12.7","13.6","1996","Bruiser Big Men",-0.5,"TOT","wolfjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wolfjo01.jpg"
"314","Joe Wolf","PF","31","ORL","2.1","4.2","0.515","0","0.1","0","2.1","4.1","0.527","0.515","0.3","0.5","0.724","0.8","2.2","2.9","1","0.2","0.1","0.6","2.6","4.6","0.53","0.023","0.111","5.6","14.8","10.3","8.9","0.6","0.4","12.7","13.6","1996","Bruiser Big Men",-0.5,"CHH","wolfjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wolfjo01.jpg"
"315","Joe Wolf","PF","31","ORL","2.1","4.2","0.515","0","0.1","0","2.1","4.1","0.527","0.515","0.3","0.5","0.724","0.8","2.2","2.9","1","0.2","0.1","0.6","2.6","4.6","0.53","0.023","0.111","5.6","14.8","10.3","8.9","0.6","0.4","12.7","13.6","1996","Bruiser Big Men",-0.5,"ORL","wolfjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wolfjo01.jpg"
"316","John Amaechi","PF","25","CLE","1","2.5","0.414","0","0","0","1","2.5","0.414","0.414","0.7","1.2","0.576","0.5","1.4","1.9","0.3","0.2","0.4","1.2","1.8","2.8","0.456","0","0.471","4.8","14.8","9.7","4.1","1","2.7","28.7","16.8","1996","Wing Scorers",-0.6,"CLE","amaecjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/amaecjo01.jpg"
"317","John Salley","PF","31","TOT","1.5","3.3","0.45","0","0","0","1.5","3.3","0.45","0.45","1.4","2","0.694","1.1","2.2","3.3","1.3","0.5","0.6","1.3","2.6","4.4","0.521","0","0.607","8","16.6","12.3","11.5","1.5","3.1","23.7","15.2","1996","Bruiser Big Men",-0.1,"CHI","sallejo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sallejo01.jpg"
"318","John Salley","PF","31","TOT","1.5","3.3","0.45","0","0","0","1.5","3.3","0.45","0.45","1.4","2","0.694","1.1","2.2","3.3","1.3","0.5","0.6","1.3","2.6","4.4","0.521","0","0.607","8","16.6","12.3","11.5","1.5","3.1","23.7","15.2","1996","Bruiser Big Men",-0.1,"TOR","sallejo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sallejo01.jpg"
"319","John Salley","PF","31","TOT","1.5","3.3","0.45","0","0","0","1.5","3.3","0.45","0.45","1.4","2","0.694","1.1","2.2","3.3","1.3","0.5","0.6","1.3","2.6","4.4","0.521","0","0.607","8","16.6","12.3","11.5","1.5","3.1","23.7","15.2","1996","Bruiser Big Men",-0.1,"TOT","sallejo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sallejo01.jpg"
"320","John Salley","PF","31","TOR","2","4.2","0.486","0","0","0","2","4.2","0.486","0.486","1.9","2.6","0.723","1","2.8","3.9","1.6","0.4","0.5","1.6","2.9","6","0.558","0","0.619","6.4","17.6","12","12","1.2","1.9","22.6","15.8","1996","Bruiser Big Men",-0.2,"CHI","sallejo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sallejo01.jpg"
"321","John Salley","PF","31","TOR","2","4.2","0.486","0","0","0","2","4.2","0.486","0.486","1.9","2.6","0.723","1","2.8","3.9","1.6","0.4","0.5","1.6","2.9","6","0.558","0","0.619","6.4","17.6","12","12","1.2","1.9","22.6","15.8","1996","Bruiser Big Men",-0.2,"TOR","sallejo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sallejo01.jpg"
"322","John Salley","PF","31","TOR","2","4.2","0.486","0","0","0","2","4.2","0.486","0.486","1.9","2.6","0.723","1","2.8","3.9","1.6","0.4","0.5","1.6","2.9","6","0.558","0","0.619","6.4","17.6","12","12","1.2","1.9","22.6","15.8","1996","Bruiser Big Men",-0.2,"TOT","sallejo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sallejo01.jpg"
"323","John Starks","SG","30","NYK","4.6","10.4","0.443","1.8","4.9","0.361","2.9","5.6","0.516","0.528","1.6","2.1","0.753","0.4","2.5","2.9","3.9","1.3","0.1","1.9","2.8","12.6","0.555","0.468","0.206","1.5","9.5","5.6","20.8","2.2","0.3","14.5","20.2","1996","Swingmen",2,"NYK","starkjo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/starkjo01.jpg"
"324","Johnny Newman","SG","32","MIL","3.9","7.9","0.495","0.7","2","0.377","3.2","5.9","0.534","0.542","2.3","2.8","0.802","0.8","1.6","2.4","1.9","1.1","0.2","1.3","3.1","10.8","0.592","0.25","0.357","3","6.2","4.6","8.8","1.8","0.4","12.6","14.6","1996","Swingmen",1.4,"MIL","newmajo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/newmajo01.jpg"
"325","Jon Koncak","C","32","ORL","1.3","2.6","0.48","0","0.1","0.333","1.2","2.5","0.488","0.489","0.5","0.9","0.561","0.9","3.1","4.1","0.8","0.4","0.7","0.6","3.4","3","0.507","0.051","0.326","5.8","18.5","12.3","5.3","1.1","2.5","17","8.5","1996","Bruiser Big Men",0.1,"ORL","koncajo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/koncajo01.jpg"
"326","Juwan Howard","PF","22","WSB","9","18.5","0.489","0","0.2","0.308","9","18.4","0.49","0.49","3.9","5.3","0.749","2.3","5.8","8.1","4.4","0.8","0.5","3.7","3.3","22.1","0.53","0.009","0.284","6.9","16.5","11.8","18.7","1","0.8","15.2","27","1996","Bruiser Scorers",1.8,"WSB","howarju01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/howarju01.jpg"
"327","Keith Askins","SF","28","MIA","2.1","5.2","0.402","1.3","3.2","0.418","0.8","2.1","0.377","0.528","0.6","0.8","0.789","1.5","2.8","4.3","1.6","0.6","0.8","1.1","3.6","6.1","0.55","0.606","0.146","7.1","12.7","9.9","9.8","1.3","2.5","16.5","11.9","1996","Swingmen",2.2,"MIA","askinke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/askinke01.jpg"
"328","Ken Norman","SF","31","ATL","3.7","8","0.465","1","2.5","0.393","2.8","5.6","0.497","0.526","0.5","1.4","0.354","1.2","2.7","3.9","1.9","0.4","0.5","1.4","2","8.9","0.517","0.308","0.176","5.9","14.7","10.1","13.8","1","1.6","13.5","19.9","1996","Swingmen",0.1,"ATL","normake01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/normake01.jpg"
"329","Kendall Gill","SG","27","NJN","6.1","13.8","0.441","0.8","2.3","0.36","5.3","11.5","0.457","0.47","4.5","5.4","0.831","1.5","2.5","3.9","3.2","2","0.2","1.9","2.7","17.5","0.539","0.164","0.388","4.1","7.3","5.7","14.9","2.8","0.4","10.6","20.8","1996","Ball Handlers",0.4,"TOT","gillke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gillke01.jpg"
"330","Kendall Gill","SG","27","NJN","6.1","13.8","0.441","0.8","2.3","0.36","5.3","11.5","0.457","0.47","4.5","5.4","0.831","1.5","2.5","3.9","3.2","2","0.2","1.9","2.7","17.5","0.539","0.164","0.388","4.1","7.3","5.7","14.9","2.8","0.4","10.6","20.8","1996","Ball Handlers",0.4,"NJN","gillke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gillke01.jpg"
"331","Kendall Gill","SG","27","NJN","6.1","13.8","0.441","0.8","2.3","0.36","5.3","11.5","0.457","0.47","4.5","5.4","0.831","1.5","2.5","3.9","3.2","2","0.2","1.9","2.7","17.5","0.539","0.164","0.388","4.1","7.3","5.7","14.9","2.8","0.4","10.6","20.8","1996","Ball Handlers",0.4,"CHH","gillke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gillke01.jpg"
"332","Kendall Gill","SG","27","CHH","5","10.3","0.481","0.5","1.5","0.315","4.5","8.8","0.509","0.504","2.5","3.3","0.761","1.6","3.7","5.3","6.3","1.2","0.6","3.1","2.8","12.9","0.548","0.145","0.315","5.3","13","9.1","27.8","1.7","1.3","20.6","19.1","1996","Ball Handlers",1,"TOT","gillke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gillke01.jpg"
"333","Kendall Gill","SG","27","CHH","5","10.3","0.481","0.5","1.5","0.315","4.5","8.8","0.509","0.504","2.5","3.3","0.761","1.6","3.7","5.3","6.3","1.2","0.6","3.1","2.8","12.9","0.548","0.145","0.315","5.3","13","9.1","27.8","1.7","1.3","20.6","19.1","1996","Ball Handlers",1,"NJN","gillke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gillke01.jpg"
"334","Kendall Gill","SG","27","CHH","5","10.3","0.481","0.5","1.5","0.315","4.5","8.8","0.509","0.504","2.5","3.3","0.761","1.6","3.7","5.3","6.3","1.2","0.6","3.1","2.8","12.9","0.548","0.145","0.315","5.3","13","9.1","27.8","1.7","1.3","20.6","19.1","1996","Ball Handlers",1,"CHH","gillke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gillke01.jpg"
"335","Kendall Gill","SG","27","TOT","5.2","11.1","0.469","0.6","1.7","0.329","4.7","9.5","0.494","0.494","2.9","3.7","0.784","1.5","3.4","4.9","5.5","1.4","0.5","2.8","2.8","14","0.545","0.151","0.336","5","11.6","8.2","24.6","2","1.1","17.9","19.5","1996","Ball Handlers",1.4,"TOT","gillke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gillke01.jpg"
"336","Kendall Gill","SG","27","TOT","5.2","11.1","0.469","0.6","1.7","0.329","4.7","9.5","0.494","0.494","2.9","3.7","0.784","1.5","3.4","4.9","5.5","1.4","0.5","2.8","2.8","14","0.545","0.151","0.336","5","11.6","8.2","24.6","2","1.1","17.9","19.5","1996","Ball Handlers",1.4,"NJN","gillke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gillke01.jpg"
"337","Kendall Gill","SG","27","TOT","5.2","11.1","0.469","0.6","1.7","0.329","4.7","9.5","0.494","0.494","2.9","3.7","0.784","1.5","3.4","4.9","5.5","1.4","0.5","2.8","2.8","14","0.545","0.151","0.336","5","11.6","8.2","24.6","2","1.1","17.9","19.5","1996","Ball Handlers",1.4,"CHH","gillke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gillke01.jpg"
"338","Kenny Anderson","PG","25","TOT","5.1","12.1","0.418","1.3","3.7","0.359","3.7","8.4","0.445","0.474","3.8","4.9","0.769","0.9","2","2.9","8.3","1.6","0.2","2.1","2.6","15.2","0.534","0.307","0.405","3","7.1","5","40.4","2.5","0.5","12.9","21.4","1996","Ball Handlers",2.6,"NJN","anderke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderke01.jpg"
"339","Kenny Anderson","PG","25","TOT","5.1","12.1","0.418","1.3","3.7","0.359","3.7","8.4","0.445","0.474","3.8","4.9","0.769","0.9","2","2.9","8.3","1.6","0.2","2.1","2.6","15.2","0.534","0.307","0.405","3","7.1","5","40.4","2.5","0.5","12.9","21.4","1996","Ball Handlers",2.6,"TOT","anderke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderke01.jpg"
"340","Kenny Anderson","PG","25","TOT","5.1","12.1","0.418","1.3","3.7","0.359","3.7","8.4","0.445","0.474","3.8","4.9","0.769","0.9","2","2.9","8.3","1.6","0.2","2.1","2.6","15.2","0.534","0.307","0.405","3","7.1","5","40.4","2.5","0.5","12.9","21.4","1996","Ball Handlers",2.6,"CHH","anderke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderke01.jpg"
"341","Kenny Anderson","PG","25","CHH","5.4","11.9","0.454","1.5","4.1","0.357","3.9","7.8","0.505","0.515","2.9","3.9","0.727","0.7","2","2.7","8.6","1.6","0.2","2.3","2.8","15.2","0.555","0.346","0.33","2.4","7.2","4.8","40.4","2.4","0.3","14.5","21.1","1996","Ball Handlers",1.2,"NJN","anderke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderke01.jpg"
"342","Kenny Anderson","PG","25","CHH","5.4","11.9","0.454","1.5","4.1","0.357","3.9","7.8","0.505","0.515","2.9","3.9","0.727","0.7","2","2.7","8.6","1.6","0.2","2.3","2.8","15.2","0.555","0.346","0.33","2.4","7.2","4.8","40.4","2.4","0.3","14.5","21.1","1996","Ball Handlers",1.2,"TOT","anderke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderke01.jpg"
"343","Kenny Anderson","PG","25","CHH","5.4","11.9","0.454","1.5","4.1","0.357","3.9","7.8","0.505","0.515","2.9","3.9","0.727","0.7","2","2.7","8.6","1.6","0.2","2.3","2.8","15.2","0.555","0.346","0.33","2.4","7.2","4.8","40.4","2.4","0.3","14.5","21.1","1996","Ball Handlers",1.2,"CHH","anderke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderke01.jpg"
"344","Kenny Anderson","PG","25","NJN","4.6","12.3","0.376","1.2","3.2","0.364","3.5","9.1","0.381","0.424","4.9","6.1","0.803","1.2","2.1","3.3","8","1.7","0.3","1.9","2.4","15.3","0.511","0.261","0.495","3.8","6.9","5.3","40.4","2.6","0.6","11.1","21.8","1996","Ball Handlers",1.4,"NJN","anderke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderke01.jpg"
"345","Kenny Anderson","PG","25","NJN","4.6","12.3","0.376","1.2","3.2","0.364","3.5","9.1","0.381","0.424","4.9","6.1","0.803","1.2","2.1","3.3","8","1.7","0.3","1.9","2.4","15.3","0.511","0.261","0.495","3.8","6.9","5.3","40.4","2.6","0.6","11.1","21.8","1996","Ball Handlers",1.4,"TOT","anderke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderke01.jpg"
"346","Kenny Anderson","PG","25","NJN","4.6","12.3","0.376","1.2","3.2","0.364","3.5","9.1","0.381","0.424","4.9","6.1","0.803","1.2","2.1","3.3","8","1.7","0.3","1.9","2.4","15.3","0.511","0.261","0.495","3.8","6.9","5.3","40.4","2.6","0.6","11.1","21.8","1996","Ball Handlers",1.4,"CHH","anderke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderke01.jpg"
"347","Kenny Gattison","PF","31","VAN","3.6","7.6","0.479","0","0","0","3.6","7.6","0.479","0.479","1.9","3.1","0.603","1.4","3.2","4.6","0.6","0.4","0.4","1.6","3","9.2","0.51","0","0.411","7","16.8","11.7","4.6","0.9","1.5","15.1","21.2","1996","Bruiser Big Men",-0.7,"VAN","gattike01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gattike01.jpg"
"348","Kenny Smith","PG","30","HOU","3","6.8","0.433","1.3","3.5","0.382","1.6","3.3","0.487","0.531","1.3","1.6","0.821","0.3","1.1","1.4","3.6","0.7","0","1.5","1.7","8.5","0.568","0.513","0.228","1.5","5.1","3.4","23.2","1.5","0.1","16.4","17","1996","Swingmen",-0.3,"HOU","smithke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithke01.jpg"
"349","Kevin Edwards","SG","30","NJN","4.2","11.5","0.364","1.2","3.1","0.404","2.9","8.4","0.35","0.418","2","2.5","0.81","0.4","1.8","2.2","2.1","1.6","0.2","2","2","11.6","0.461","0.267","0.215","1.5","6.8","4.1","12.1","2.8","0.5","13.7","21.5","1996","Swingmen",-0.1,"NJN","edwarke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/edwarke01.jpg"
"350","Kevin Gamble","SF","30","SAC","1.7","3.9","0.427","0.3","1.1","0.261","1.4","2.8","0.492","0.463","0.2","0.5","0.5","0.3","1","1.3","0.9","0.2","0.1","0.5","1.3","3.9","0.469","0.28","0.122","2.8","8","5.4","9.8","0.7","0.8","11.3","14.7","1996","Wing Scorers",-0.2,"TOT","gamblke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gamblke01.jpg"
"351","Kevin Gamble","SF","30","SAC","1.7","3.9","0.427","0.3","1.1","0.261","1.4","2.8","0.492","0.463","0.2","0.5","0.5","0.3","1","1.3","0.9","0.2","0.1","0.5","1.3","3.9","0.469","0.28","0.122","2.8","8","5.4","9.8","0.7","0.8","11.3","14.7","1996","Wing Scorers",-0.2,"MIA","gamblke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gamblke01.jpg"
"352","Kevin Gamble","SF","30","SAC","1.7","3.9","0.427","0.3","1.1","0.261","1.4","2.8","0.492","0.463","0.2","0.5","0.5","0.3","1","1.3","0.9","0.2","0.1","0.5","1.3","3.9","0.469","0.28","0.122","2.8","8","5.4","9.8","0.7","0.8","11.3","14.7","1996","Wing Scorers",-0.2,"SAC","gamblke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gamblke01.jpg"
"353","Kevin Gamble","SF","30","TOT","2.3","5.8","0.401","0.7","1.8","0.386","1.7","4.1","0.408","0.459","0.6","0.7","0.792","0.3","1.4","1.7","1.5","0.5","0.1","0.7","2.3","5.9","0.482","0.301","0.127","1.9","7.9","5","12.1","1.4","0.5","9.7","15.1","1996","Wing Scorers",-0.2,"TOT","gamblke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gamblke01.jpg"
"354","Kevin Gamble","SF","30","TOT","2.3","5.8","0.401","0.7","1.8","0.386","1.7","4.1","0.408","0.459","0.6","0.7","0.792","0.3","1.4","1.7","1.5","0.5","0.1","0.7","2.3","5.9","0.482","0.301","0.127","1.9","7.9","5","12.1","1.4","0.5","9.7","15.1","1996","Wing Scorers",-0.2,"MIA","gamblke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gamblke01.jpg"
"355","Kevin Gamble","SF","30","TOT","2.3","5.8","0.401","0.7","1.8","0.386","1.7","4.1","0.408","0.459","0.6","0.7","0.792","0.3","1.4","1.7","1.5","0.5","0.1","0.7","2.3","5.9","0.482","0.301","0.127","1.9","7.9","5","12.1","1.4","0.5","9.7","15.1","1996","Wing Scorers",-0.2,"SAC","gamblke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gamblke01.jpg"
"356","Kevin Gamble","SF","30","MIA","2.7","6.8","0.394","0.9","2.1","0.418","1.8","4.7","0.383","0.458","0.8","0.9","0.868","0.3","1.6","2","1.9","0.7","0.1","0.7","2.7","6.9","0.486","0.306","0.128","1.6","7.9","4.8","12.8","1.6","0.4","9.3","15.2","1996","Wing Scorers",0.1,"TOT","gamblke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gamblke01.jpg"
"357","Kevin Gamble","SF","30","MIA","2.7","6.8","0.394","0.9","2.1","0.418","1.8","4.7","0.383","0.458","0.8","0.9","0.868","0.3","1.6","2","1.9","0.7","0.1","0.7","2.7","6.9","0.486","0.306","0.128","1.6","7.9","4.8","12.8","1.6","0.4","9.3","15.2","1996","Wing Scorers",0.1,"MIA","gamblke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gamblke01.jpg"
"358","Kevin Gamble","SF","30","MIA","2.7","6.8","0.394","0.9","2.1","0.418","1.8","4.7","0.383","0.458","0.8","0.9","0.868","0.3","1.6","2","1.9","0.7","0.1","0.7","2.7","6.9","0.486","0.306","0.128","1.6","7.9","4.8","12.8","1.6","0.4","9.3","15.2","1996","Wing Scorers",0.1,"SAC","gamblke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gamblke01.jpg"
"359","Kevin Garnett","SF","19","MIN","4.5","9.2","0.491","0.1","0.4","0.286","4.4","8.8","0.499","0.497","1.3","1.9","0.705","2.2","4.1","6.3","1.8","1.1","1.6","1.4","2.4","10.4","0.522","0.038","0.203","9.1","17","13.1","10.6","1.9","4.4","12.1","17.6","1996","Bruiser Big Men",2.1,"MIN","garneke01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/garneke01.jpg"
"360","Kevin Johnson","PG","29","PHO","6.1","12","0.507","0.4","1","0.368","5.7","11","0.52","0.523","6.1","7.1","0.859","0.8","3.2","3.9","9.2","1.5","0.2","3","2.6","18.7","0.617","0.085","0.591","2.5","10.2","6.4","41.5","2.1","0.5","16.7","22.6","1996","Ball Handlers",2.7,"PHO","johnske02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnske02.jpg"
"361","Kevin Willis","PF","33","TOT","4.3","9.5","0.456","0","0.1","0.111","4.3","9.4","0.461","0.457","1.9","2.7","0.708","2.8","5.7","8.5","0.7","0.4","0.5","2.1","3.4","10.6","0.496","0.013","0.284","11.4","23.1","17.3","4.2","0.8","1.5","16.7","20.1","1996","Bruiser Scorers",-1.4,"GSW","willike02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willike02.jpg"
